college_code,branch_code,community,college_enc,branch_enc,community_enc,cutoff_trend,hist_closing,hist_opening,hist_mean,hist_count,last_closing,last_year
2718,CD,BCM,169,17,1,-1.0,184.33,184.5,183.75,4.0,185.0,2024.0
2377,EC,SC,117,34,6,-0.1584,181.59,185.79,184.02,18.0,181.5,2024.0
1304,SC,OC,43,91,5,-0.3182,183.0,185.29,184.32,4.0,182.0,2024.0
1311,IT,BC,48,57,0,-7.75,184.14,185.0,183.36,3.0,180.5,2023.0
5986,EC,MBC,325,34,2,-1.5054,183.97,183.97,183.97,3.0,184.0,2024.0
2005,IB,BCM,98,51,1,-1.3089,179.98,185.66,182.82,6.0,179.5,2024.0
1315,ME,SC,49,65,6,-1.5844,180.56,184.47,181.1,10.0,181.0,2024.0
5008,CE,SC,299,18,6,-2.7685,179.62,181.33,179.82,5.0,179.0,2024.0
1120,AD,OC,12,0,5,-0.9314,183.15,183.35,183.55,4.0,184.0,2024.0
2,AP,BC,97,6,0,-2.982,183.17,183.9,185.76,6.0,181.5,2023.0
1216,BM,BC,26,10,0,-4.5575,184.54,184.54,184.54,2.0,181.5,2023.0
2630,CS,BC,138,29,0,2.1667,180.2,180.2,180.2,2.0,181.5,2023.0
1113,CE,BC,8,18,0,-2.75,183.33,183.33,183.33,2.0,181.5,2023.0
3011,BT,SC,203,13,6,-0.5,181.8,181.8,181.8,2.0,181.5,2023.0
3830,CS,OC,235,29,5,-5.38,184.25,184.92,183.15,3.0,180.5,2023.0
1210,EC,OC,24,34,5,-2.8003,181.18,181.42,181.98,5.0,179.0,2024.0
3830,IT,MBC,235,57,2,0.25,184.71,184.71,184.71,3.0,186.5,2024.0
5986,EC,BCM,325,34,1,-2.4,181.82,181.82,181.82,3.0,180.0,2024.0
1504,EC,BC,86,34,0,-8.145,183.6,186.26,182.76,3.0,177.5,2023.0
2712,EC,SC,165,34,6,1.2685,178.25,181.7,180.19,8.0,179.0,2024.0
5910,BM,MBC,318,10,2,-5.75,183.46,183.46,183.46,2.0,181.0,2023.0
1324,EC,OC,55,34,5,-1.9375,181.38,182.62,181.32,5.0,179.5,2024.0
1112,IT,MBC,7,57,2,-2.6408,179.87,181.32,180.17,4.0,179.5,2024.0
1324,AD,OC,55,0,5,-2.5,180.9,181.9,180.7,5.0,179.0,2024.0
1118,AD,MBC,11,0,2,-6.4675,182.69,184.86,184.88,3.0,181.0,2023.0
1013,EC,MBC,1,34,2,0.9688,183.46,184.92,184.84,5.0,184.5,2024.0
2750,AE,MBC,190,1,2,-4.75,184.17,184.17,184.17,2.0,181.0,2023.0
2719,EC,MBC,170,34,2,-2.297,183.28,184.49,184.53,5.0,182.5,2024.0
1,PT,BCM,0,86,1,1.5,185.92,185.92,185.92,3.0,189.5,2024.0
2711,AD,MBC,164,0,2,1.1839,179.83,185.38,180.41,16.0,179.0,2024.0
2718,CS,SC,169,29,6,-0.7851,180.19,184.96,182.66,14.0,179.0,2024.0
2025,EE,BC,101,35,0,-1.7513,181.22,183.56,182.18,11.0,182.5,2024.0
1401,CS,MBC,59,29,2,-8.5,184.14,184.14,184.14,2.0,180.5,2023.0
2302,AD,BC,102,0,0,-6.0,183.07,183.07,183.07,2.0,180.5,2023.0
2007,EE,SC,100,35,6,2.2157,178.85,182.6,182.31,16.0,180.0,2024.0
1432,CB,MBC,78,15,2,-0.3662,180.64,184.51,180.78,19.0,179.5,2024.0
2006,AS,OC,99,7,5,0.1063,181.55,182.83,182.64,6.0,182.5,2024.0
2743,BM,MBC,186,10,2,-12.0,185.14,185.14,185.14,2.0,180.0,2023.0
5008,IM,SC,299,55,6,0.0541,180.58,184.12,181.39,23.0,179.5,2024.0
1303,AD,BC,42,0,0,-5.825,183.88,183.88,182.33,3.0,180.0,2023.0
5,CS,SC,298,29,6,-0.65,185.73,185.73,185.73,3.0,189.0,2024.0
1316,BM,MBC,50,10,2,-4.54,183.03,183.03,183.03,2.0,180.0,2023.0
3830,EC,BC,235,34,0,1.875,180.04,185.42,182.5,7.0,179.5,2024.0
2005,EC,SCA,98,34,7,1.0909,184.73,187.94,187.74,5.0,188.0,2024.0
4864,EC,OC,259,34,5,-2.0,181.2,181.2,181.2,2.0,180.0,2023.0
3465,CS,BCM,213,29,1,-0.9193,181.62,184.28,184.02,6.0,181.0,2024.0
2719,CS,BCM,170,29,1,-0.3929,181.04,182.92,181.55,5.0,181.5,2024.0
2712,AU,BC,165,9,0,-2.2895,180.55,181.64,180.4,4.0,181.0,2024.0
4974,EE,MBC,287,35,2,-3.6377,181.72,185.6,181.15,10.0,179.0,2024.0
2702,BT,MBC,157,13,2,-3.4275,182.06,182.2,183.27,3.0,179.845,2023.0
2615,ME,MBC,127,65,2,-0.4589,180.06,183.92,181.39,14.0,179.5,2024.0
1101,CS,BCM,5,29,1,-8.5,183.14,183.14,183.14,2.0,179.5,2023.0
2712,BT,BCM,165,13,1,-3.1196,181.39,181.39,181.39,3.0,180.0,2024.0
2739,AM,MBC,183,4,2,-2.0,181.04,183.33,181.31,9.0,179.0,2024.0
1419,CI,OC,69,22,5,-3.25,180.79,180.79,180.79,3.0,179.0,2024.0
4972,CS,BC,286,29,0,-16.1667,184.5,185.93,181.57,4.0,177.0,2023.0
1422,CY,MBC,72,32,2,0.4688,181.0,186.42,184.07,5.0,179.5,2024.0
2615,CE,MBC,127,18,2,0.9758,178.88,181.42,181.12,14.0,180.0,2024.0
5986,IT,OC,325,57,5,-8.25,181.21,183.36,182.29,4.0,178.0,2023.0
1207,CS,BC,23,29,0,-0.2391,183.8,184.8,181.78,5.0,189.0,2024.0
1516,EC,MBC,92,34,2,-2.5053,180.58,183.62,182.24,16.0,179.0,2024.0
2764,CS,BCM,199,29,1,-0.5417,183.25,186.79,186.23,9.0,182.0,2024.0
1014,EC,BC,2,34,0,-3.1667,180.9,180.9,180.9,2.0,179.0,2023.0
2615,ME,OC,127,65,5,1.5,181.25,181.3,180.86,4.0,184.0,2024.0
1307,CS,BC,45,29,0,-4.7137,182.14,182.15,183.71,3.0,179.0,2023.0
2615,CE,SC,127,18,6,-2.9583,180.3,180.6,181.46,4.0,179.0,2024.0
4972,CS,OC,286,29,5,-7.0,182.0,182.0,182.0,2.0,179.0,2023.0
1217,CS,OC,27,29,5,-3.5,181.33,181.33,181.33,2.0,179.0,2023.0
2739,EE,BC,183,35,0,-1.7087,180.15,183.5,180.71,20.0,179.0,2024.0
2723,IT,BC,173,57,0,-4.3933,181.58,182.49,184.27,4.0,179.0,2023.0
2727,CS,OC,176,29,5,-6.0,183.0,183.0,183.0,2.0,179.0,2023.0
2710,IT,BCM,163,57,1,-8.5,182.64,182.64,182.64,2.0,179.0,2023.0
1202,EC,BC,22,34,0,-11.0,183.71,183.71,183.71,2.0,179.0,2023.0
2750,AD,MBC,190,0,2,-2.8571,182.0,184.5,183.3,6.0,179.0,2024.0
5,EC,BC,298,34,0,-2.1588,181.53,185.16,183.18,5.0,180.0,2024.0
2729,AE,BC,177,1,0,1.2558,180.85,182.85,182.9,4.0,183.0,2024.0
1324,IT,OC,55,57,5,-3.6038,180.23,181.23,181.66,6.0,179.5,2024.0
5008,EM,SC,299,39,6,-0.9675,180.32,183.9,182.83,17.0,180.5,2024.0
1304,CS,SC,43,29,6,-2.7338,180.89,181.54,181.66,9.0,180.5,2024.0
2707,AD,BC,160,0,0,-4.8425,181.73,181.73,181.73,2.0,178.5,2023.0
1120,IT,BC,12,57,0,-0.3462,185.2,185.2,185.2,3.0,190.0,2024.0
1317,EC,BCM,51,34,1,-2.8554,180.55,180.55,180.55,3.0,179.5,2024.0
5530,CS,MBC,306,29,2,-0.8333,179.0,179.0,179.0,2.0,178.5,2023.0
2377,ME,BCM,117,65,1,0.0,181.65,181.85,180.75,4.0,184.5,2024.0
3805,AD,MBC,222,0,2,-4.7825,181.69,181.69,181.69,2.0,178.5,2023.0
2609,AG,BC,122,2,0,-3.75,181.0,181.0,181.0,2.0,178.5,2023.0
2727,AD,BC,176,0,0,-3.8733,180.48,181.48,179.96,5.0,179.0,2024.0
3819,AM,BC,230,4,0,-3.4545,182.58,184.67,183.44,4.0,180.5,2024.0
1211,MZ,OC,25,76,5,0.3846,181.5,181.5,181.5,3.0,184.0,2024.0
1422,AD,SC,72,0,6,1.5,182.8,182.8,182.8,3.0,187.0,2024.0
1,XM,SC,0,97,6,-0.1079,185.45,185.45,185.45,3.0,190.0,2024.0
1128,CS,OC,18,29,5,-4.6385,181.0,182.06,183.9,4.0,178.333,2023.0
2743,BM,BC,186,10,0,-11.3687,181.0,184.2,186.53,5.0,178.0,2023.0
1225,EC,BC,31,34,0,-1.74,181.79,182.78,183.24,5.0,183.0,2024.0
1422,AD,MBC,72,0,2,-0.983,180.43,184.83,182.31,11.0,179.5,2024.0
2741,EC,BC,185,34,0,-1.8018,181.92,181.92,181.92,3.0,183.0,2024.0
2601,CS,MBC,118,29,2,1.75,181.35,181.35,181.35,3.0,185.0,2024.0
2702,EC,BCM,157,34,1,-0.6316,180.96,183.79,181.6,9.0,179.0,2024.0
1516,EC,OC,92,34,5,-3.1076,180.9,181.26,180.12,4.0,181.0,2024.0
1412,EC,MBC,65,34,2,-1.7325,187.2,187.2,187.2,3.0,190.5,2024.0
4023,CS,OC,250,29,5,-4.7602,180.02,181.82,182.55,4.0,179.0,2024.0
1304,EE,BC,43,35,0,-9.0,181.86,181.86,181.86,2.0,178.0,2023.0
2005,IT,SCA,98,57,7,-2.25,181.55,181.55,181.55,3.0,182.0,2024.0
1113,CS,SC,8,29,6,-0.7163,181.51,183.58,182.17,8.0,182.0,2024.0
3011,CS,SC,203,29,6,-0.6449,180.18,185.83,183.67,5.0,179.08,2024.0
2621,CS,MBC,131,29,2,2.2209,182.45,182.45,183.97,4.0,187.0,2024.0
1311,AO,OC,48,5,5,-1.25,177.4,180.1,179.25,3.0,178.0,2023.0
1211,AL,SC,25,3,6,-5.175,181.45,181.45,181.45,2.0,178.0,2023.0
1317,AD,BCM,51,0,1,-8.0,181.43,181.43,181.43,2.0,178.0,2023.0
5008,CN,MBC,299,26,2,-1.2038,180.25,181.29,180.57,7.0,180.5,2024.0
1419,CE,BC,69,18,0,-9.0,181.86,181.86,181.86,2.0,178.0,2023.0
2726,AO,MBC,175,5,2,-3.0781,182.0,184.24,182.8,5.0,180.14,2024.0
3011,ME,MBC,203,65,2,-3.7206,181.23,183.27,181.6,5.0,179.5,2024.0
1408,CS,OC,62,29,5,-4.81,180.71,180.71,180.71,2.0,177.5,2023.0
1,CE,ST,0,18,8,-0.2778,177.67,177.67,177.67,2.0,177.5,2023.0
2719,CJ,BC,170,23,0,-3.7308,180.73,181.59,179.93,7.0,179.0,2024.0
4957,IT,BC,275,57,0,-14.0,183.5,183.5,183.5,2.0,177.5,2023.0
5,AM,BC,298,4,0,-1.4104,182.58,185.36,186.08,8.0,185.0,2024.0
1211,BM,MBC,25,10,2,-1.742,180.26,184.05,182.65,8.0,180.0,2024.0
2636,EC,BC,142,34,0,-1.9545,182.46,183.29,183.06,4.0,182.5,2024.0
2006,FY,BCM,99,48,1,-5.35,180.82,180.82,180.82,2.0,177.25,2023.0
2727,EC,BC,176,34,0,-2.588,179.76,182.37,182.08,7.0,179.0,2024.0
1311,AE,OC,48,1,5,-2.0,178.0,178.4,178.2,4.0,177.0,2023.0
1304,AD,SC,43,0,6,-5.25,180.5,180.5,180.5,2.0,177.0,2023.0
2601,BM,BC,118,10,0,-15.0,183.43,183.43,183.43,2.0,177.0,2023.0
1424,AD,BC,74,0,0,0.0,177.0,177.0,177.0,2.0,177.0,2023.0
4676,CS,BC,255,29,0,-7.17,181.78,181.78,181.78,2.0,177.0,2023.0
2739,EE,BCM,183,35,1,0.9231,179.8,179.8,179.8,3.0,182.5,2024.0
2615,EE,SC,127,35,6,-0.8269,178.45,178.45,178.45,3.0,179.0,2024.0
2712,CE,MBC,165,18,2,-1.8706,179.82,181.41,180.82,7.0,179.0,2024.0
1013,IT,MBC,1,57,2,-1.3932,179.8,187.83,184.04,9.0,179.0,2024.0
2025,EE,OC,101,35,5,-3.25,180.45,180.45,180.45,3.0,180.0,2024.0
2711,FD,MBC,164,45,2,-6.9275,181.62,181.62,181.62,2.0,177.0,2023.0
2731,AD,BC,178,0,0,0.1989,179.0,196.61,189.51,21.0,179.0,2024.0
3843,IT,BC,239,57,0,16.5,191.17,191.17,191.17,2.0,198.5,2024.0
4962,EC,BCM,279,34,1,-4.8333,184.89,195.17,187.18,4.0,180.0,2024.0
2708,AL,MBC,161,3,2,-8.85,188.22,198.94,191.05,7.0,182.0,2024.0
4,AT,OC,248,8,5,-0.125,198.0,198.19,198.14,3.0,198.0,2024.0
5910,IT,MBC,318,57,2,11.8333,190.61,195.28,189.15,4.0,197.5,2024.0
2764,AM,MBC,199,4,2,-2.25,182.44,192.33,184.06,12.0,180.0,2024.0
1216,AD,BCM,26,0,1,8.85,178.83,189.67,185.95,7.0,179.5,2024.0
1315,CJ,OC,49,23,5,-0.4133,196.48,197.04,196.96,4.0,196.67,2024.0
2343,HT,BC,107,50,0,4.7917,193.0,193.58,189.31,4.0,196.5,2024.0
1414,CS,MBC,67,29,2,1.6116,188.37,196.48,192.34,24.0,190.0,2024.0
1315,CJ,BC,49,23,0,-1.218,194.44,197.39,195.59,31.0,194.0,2024.0
1315,CJ,BCM,49,23,1,3.75,193.17,194.0,194.18,3.0,194.5,2024.0
2005,IT,OC,98,57,5,1.5625,194.0,194.92,194.46,4.0,195.0,2024.0
2706,CS,BCM,159,29,1,3.0,184.83,191.5,188.64,3.0,183.5,2024.0
2007,AT,OC,100,8,5,-0.5,195.88,195.88,195.88,2.0,195.5,2024.0
2740,AD,MBC,184,0,2,-1.0833,186.06,195.06,190.54,10.0,184.5,2024.0
1442,AD,BC,82,0,0,13.9013,184.5,188.38,187.35,27.0,190.5,2024.0
1442,AD,MBC,82,0,2,5.7778,186.94,190.83,190.31,10.0,188.5,2024.0
1315,CJ,MBC,49,23,2,0.1389,192.72,195.28,194.34,15.0,192.5,2024.0
2,PP,SC,97,83,6,0.8994,180.24,192.83,185.43,5.0,179.89,2024.0
1,XC,BCM,0,96,1,3.0,180.17,191.83,186.91,3.0,181.0,2024.0
1216,AL,MBC,26,3,2,10.125,186.03,189.22,189.23,3.0,189.25,2024.0
4955,IT,BC,274,57,0,-1.0,184.06,193.12,188.33,4.0,180.5,2024.0
1414,IT,BC,67,57,0,8.3058,184.5,191.0,187.73,27.0,188.5,2024.0
2731,EC,MBC,178,34,2,11.025,178.94,188.56,185.1,9.0,180.5,2024.0
2726,BM,MBC,175,10,2,4.625,191.42,191.42,191.42,2.0,194.5,2024.0
1216,SC,OC,26,91,5,3.625,181.39,191.83,186.84,6.0,182.5,2024.0
2740,AD,BC,184,0,0,2.9167,179.22,190.28,184.6,15.0,179.0,2024.0
3826,EC,BC,233,34,0,1.375,178.58,192.17,183.5,6.0,179.0,2024.0
2710,EE,BC,163,35,0,-1.1389,181.44,191.12,183.36,10.0,179.0,2024.0
2706,IT,BC,159,57,0,3.6815,178.11,189.61,181.2,31.0,179.0,2024.0
2735,AD,MBC,180,0,2,0.6786,182.28,190.94,184.8,9.0,182.5,2024.0
1414,IT,MBC,67,57,2,7.4368,183.33,191.12,186.65,22.0,188.0,2024.0
2708,IT,MBC,161,57,2,6.4143,179.22,190.94,186.29,19.0,181.0,2024.0
2710,AD,BCM,163,0,1,3.125,183.33,190.28,187.6,5.0,182.0,2024.0
2710,AD,SC,163,0,6,3.9,179.72,190.28,184.64,8.0,179.5,2024.0
4,CS,ST,248,29,8,14.5,187.56,187.56,187.56,2.0,194.0,2024.0
4962,EC,MBC,279,34,2,5.1667,179.33,187.11,183.06,7.0,180.0,2024.0
2329,IT,MBC,106,57,2,11.0,188.61,188.61,188.61,2.0,193.5,2024.0
2731,IT,MBC,178,57,2,5.375,181.0,189.06,187.98,5.0,179.0,2024.0
2357,CS,BC,113,29,0,-2.2233,182.98,192.98,185.61,5.0,179.5,2024.0
1216,SC,MBC,26,91,2,3.4,181.11,188.61,185.43,6.0,180.0,2024.0
2707,CS,BC,160,29,0,2.625,191.75,191.75,191.75,2.0,193.5,2024.0
1140,CS,BC,20,29,0,6.3,179.0,187.06,184.43,6.0,179.0,2024.0
2611,EC,MBC,124,34,2,-0.245,181.28,191.64,186.37,3.0,179.0,2024.0
2622,AM,BC,132,4,0,7.0,179.33,186.83,184.68,7.0,180.0,2024.0
1128,CS,MBC,18,29,2,-0.3683,181.82,191.82,186.68,3.0,179.5,2024.0
3803,CS,MBC,220,29,2,14.0,187.28,187.28,187.28,2.0,193.5,2024.0
2731,AD,MBC,178,0,2,2.3675,186.94,192.95,189.95,4.0,188.5,2024.0
1504,IT,BC,86,57,0,10.5,186.11,190.56,186.54,3.0,193.0,2024.0
1219,EC,SC,29,34,6,-0.0833,181.14,191.14,186.27,5.0,179.0,2024.0
3803,EC,BC,220,34,0,0.0794,182.1,190.67,186.31,4.0,180.5,2024.0
2622,AD,MBC,132,0,2,0.0617,183.02,190.52,187.31,4.0,180.5,2024.0
3801,IT,MBC,219,57,2,1.125,191.38,191.94,191.27,3.0,192.5,2024.0
5,IT,MBC,298,57,2,-9.25,186.89,193.83,188.89,3.0,180.0,2024.0
1211,SC,BC,25,91,0,-0.2019,184.5,190.94,186.76,36.0,184.5,2024.0
1605,IT,BCM,96,57,1,7.5,189.17,189.17,189.17,2.0,192.5,2024.0
2727,AD,OC,176,0,5,1.99,190.79,190.79,190.79,2.0,192.5,2024.0
2764,AD,BCM,199,0,1,8.0,180.94,186.5,185.32,4.0,182.5,2024.0
5,EC,MBC,298,34,2,12.75,186.28,187.39,184.65,3.0,192.5,2024.0
2740,AD,BCM,184,0,1,-1.3333,189.28,192.06,190.45,4.0,187.5,2024.0
3795,AD,BC,218,0,0,7.375,178.61,186.06,183.02,6.0,179.5,2024.0
2702,AG,MBC,157,2,2,3.0,190.25,190.25,190.25,2.0,192.5,2024.0
1211,SC,OC,25,91,5,1.4167,187.28,190.0,188.22,7.0,187.5,2024.0
1399,EV,BC,58,42,0,-0.069,188.0,191.78,189.5,29.0,188.0,2024.0
1122,CS,BC,14,29,0,9.25,179.72,185.56,184.11,3.0,181.5,2024.0
1414,CS,BCM,67,29,1,6.1575,187.78,190.75,188.21,3.0,192.0,2024.0
2710,SC,MBC,163,91,2,1.9286,181.56,188.17,184.07,9.0,182.0,2024.0
4959,CS,BC,276,29,0,-2.2729,180.11,192.39,184.81,15.0,179.0,2024.0
2750,CS,OC,190,29,5,-2.5833,184.75,191.31,186.69,4.0,181.0,2024.0
3425,AD,MBC,209,0,2,11.0,186.61,186.61,186.61,2.0,191.5,2024.0
2710,IT,BC,163,57,0,1.1375,180.28,194.83,184.75,66.0,182.5,2024.0
2764,AM,OC,199,4,5,6.5,188.61,188.61,188.61,2.0,191.5,2024.0
1311,AE,MBC,48,1,2,2.125,182.75,189.42,186.73,3.0,183.5,2024.0
2377,AD,SC,117,0,6,2.2,181.83,191.72,186.62,10.0,184.5,2024.0
2729,AD,MBC,177,0,2,9.25,181.56,185.72,185.11,3.0,184.0,2024.0
5008,CE,OC,299,18,5,-0.0517,191.12,191.47,191.28,3.0,191.0,2024.0
1013,CS,BCM,1,29,1,1.0333,187.61,190.11,189.23,3.0,188.0,2024.0
1424,AD,MBC,74,0,2,9.0,187.5,187.5,187.5,2.0,191.5,2024.0
1399,EV,OC,58,42,5,1.25,190.69,190.69,190.48,3.0,191.25,2024.0
3701,CS,BCM,215,29,1,-6.5,193.89,193.89,193.89,2.0,191.0,2024.0
2739,AD,BCM,183,0,1,4.929,180.56,190.11,184.29,9.0,183.0,2024.0
2611,IT,MBC,124,57,2,3.0,188.75,188.75,188.75,2.0,191.0,2024.0
2704,EC,BC,158,34,0,1.4583,189.75,189.75,189.75,2.0,191.0,2024.0
4971,AD,BC,285,0,0,4.3333,178.89,187.67,181.89,10.0,180.0,2024.0
2006,CN,OC,99,26,5,3.5,189.0,189.89,188.85,3.0,191.0,2024.0
2329,CS,MBC,106,29,2,-0.25,190.5,191.22,190.86,4.0,190.5,2024.0
2025,AD,SC,101,0,6,4.815,179.39,188.02,183.87,9.0,180.5,2024.0
1399,EA,BC,58,33,0,-0.8394,188.5,191.39,189.74,26.0,188.5,2024.0
1238,CS,BC,39,29,0,0.5217,190.05,190.05,190.05,2.0,190.5,2024.0
2618,BM,BC,129,10,0,0.5,190.28,190.28,190.28,2.0,190.5,2024.0
3819,CS,OC,230,29,5,6.5,187.61,187.61,187.61,2.0,190.5,2024.0
2739,EC,MBC,183,34,2,5.0206,178.39,185.39,182.26,22.0,179.5,2024.0
1140,AD,BC,20,0,0,1.25,189.56,189.56,189.92,3.0,190.5,2024.0
4955,EC,BC,274,34,0,10.375,183.39,186.28,183.12,6.0,188.5,2024.0
2633,CS,BC,140,29,0,13.5,184.5,184.5,184.5,2.0,190.5,2024.0
3830,AD,MBC,235,0,2,3.0,182.94,187.39,185.64,3.0,182.5,2024.0
1414,CS,SC,67,29,6,10.5,182.61,185.22,185.09,8.0,187.0,2024.0
5901,CE,MBC,314,18,2,0.2,178.39,190.44,184.14,8.0,179.5,2024.0
2740,IT,BC,184,57,0,0.7917,179.17,188.33,183.06,7.0,179.0,2024.0
2620,EC,OC,130,34,5,1.01,189.13,189.13,189.13,2.0,190.0,2024.0
2618,AM,BC,129,4,0,11.096,185.07,185.07,185.07,2.0,190.0,2024.0
3830,CS,BCM,235,29,1,-0.33,190.28,190.28,190.28,2.0,190.0,2024.0
1399,EV,BCM,58,42,1,1.0,188.78,189.33,189.21,3.0,189.0,2024.0
4,EM,SCA,248,39,7,2.5,188.12,188.12,188.12,2.0,190.0,2024.0
1216,EC,MBC,26,34,2,7.8067,180.33,185.05,185.02,4.0,181.5,2024.0
3826,AD,MBC,233,0,2,3.0,188.67,188.67,188.67,2.0,190.0,2024.0
1216,IT,MBC,26,57,2,5.5,186.0,189.11,186.62,3.0,190.0,2024.0
2750,CB,MBC,190,15,2,6.0,187.33,187.33,187.33,2.0,190.0,2024.0
2708,AE,MBC,161,1,2,-4.0,191.28,191.28,191.28,2.0,189.5,2024.0
1118,EC,BC,11,34,0,0.1,189.41,189.41,189.41,2.0,189.5,2024.0
2731,IT,BC,178,57,0,1.9778,179.33,185.94,181.37,19.0,180.0,2024.0
4944,EC,OC,268,34,5,-2.4883,183.92,190.35,186.24,3.0,180.5,2024.0
2007,EC,SCA,100,34,7,0.5817,186.43,188.57,187.71,3.0,186.5,2024.0
2715,CS,BCM,167,29,1,-6.75,189.78,191.72,189.68,3.0,186.0,2024.0
2764,EC,MBC,199,34,2,-1.6099,178.78,189.5,183.36,29.0,179.0,2024.0
1399,EA,MBC,58,33,2,-0.8333,187.22,189.72,188.54,12.0,187.0,2024.0
1324,SC,BC,55,91,0,4.25,182.67,190.83,185.13,6.0,186.0,2024.0
1412,IT,BC,65,57,0,-2.0,185.44,190.06,187.75,4.0,183.0,2024.0
1399,AM,SC,58,4,6,5.375,178.67,187.72,181.44,6.0,180.0,2024.0
2764,IT,MBC,199,57,2,2.7167,178.11,189.28,181.81,21.0,179.0,2024.0
1211,SC,MBC,25,91,2,0.75,180.78,187.22,183.8,19.0,181.0,2024.0
3801,IT,BCM,219,57,1,10.5,184.33,184.33,184.33,2.0,189.0,2024.0
1306,CS,MBC,44,29,2,-0.75,181.44,187.69,184.35,3.0,179.0,2024.0
4,AT,SCA,248,8,7,1.5,187.56,188.11,188.07,3.0,188.0,2024.0
1432,CS,SC,78,29,6,-2.375,183.06,191.22,186.55,6.0,183.5,2024.0
2345,AD,MBC,108,0,2,0.7925,188.41,188.41,188.41,2.0,189.0,2024.0
1399,EV,MBC,58,42,2,2.75,183.94,188.56,185.78,12.0,185.5,2024.0
1126,BM,BC,16,10,0,-0.0083,189.01,189.01,189.01,2.0,189.0,2024.0
1324,SC,MBC,55,91,2,0.0,189.0,189.0,189.0,2.0,189.0,2024.0
1315,EC,SCA,49,34,7,0.0,181.11,187.89,184.5,4.0,180.0,2024.0
1399,ME,BCM,58,65,1,2.5,182.78,186.11,184.58,5.0,183.0,2024.0
1399,CE,BC,58,18,0,1.4183,181.0,186.78,183.35,9.0,181.0,2024.0
1216,AD,MBC,26,0,2,3.3767,178.11,190.78,183.84,14.0,179.0,2024.0
2708,AL,BCM,161,3,1,0.0,189.0,189.0,189.0,2.0,189.0,2024.0
2736,BM,MBC,181,10,2,2.9375,183.83,186.75,186.18,3.0,185.5,2024.0
2731,EC,BC,178,34,0,1.5256,183.39,188.56,185.71,19.0,184.5,2024.0
1412,EC,BC,65,34,0,-1.3883,187.19,189.69,187.94,3.0,185.5,2024.0
1399,EA,BCM,58,33,1,-3.0,187.61,192.06,190.35,3.0,188.5,2024.0
2634,EC,MBC,141,34,2,3.25,181.22,185.39,183.82,3.0,181.0,2024.0
1149,EC,BC,21,34,0,-1.25,181.14,187.93,183.09,5.0,179.0,2024.0
3806,IT,BC,223,57,0,-0.5,188.88,188.88,188.88,2.0,188.5,2024.0
2709,CE,MBC,162,18,2,0.25,188.31,188.31,188.31,2.0,188.5,2024.0
3841,CS,BC,238,29,0,-1.0,189.25,189.25,189.25,2.0,188.5,2024.0
2607,AD,MBC,120,0,2,-1.25,188.72,189.39,189.27,3.0,188.5,2024.0
4917,BM,BC,260,10,0,-2.0,190.0,190.0,190.0,2.0,188.5,2024.0
1315,CJ,SC,49,23,6,3.5833,181.67,187.39,185.16,12.0,183.0,2024.0
4959,CS,BCM,276,29,1,6.0,185.83,185.83,185.83,2.0,188.5,2024.0
2736,EC,BC,181,34,0,-3.6983,183.24,190.03,183.18,11.0,179.0,2024.0
5901,CS,SC,314,29,6,3.8714,178.61,186.94,182.16,12.0,179.5,2024.0
2611,AD,BC,124,0,0,-1.6667,181.72,186.44,183.18,4.0,179.5,2024.0
1216,IT,OC,26,57,5,3.0,179.78,186.0,183.77,7.0,180.0,2024.0
2709,EC,BCM,162,34,1,5.25,179.83,184.0,182.75,3.0,180.5,2024.0
2708,IT,BC,161,57,0,1.0833,178.61,189.78,183.84,7.0,179.5,2024.0
1408,IT,MBC,62,57,2,9.0,184.0,184.0,184.0,2.0,188.0,2024.0
1420,CS,MBC,70,29,2,-1.625,180.83,188.33,184.09,3.0,179.0,2024.0
1419,CS,SC,69,29,6,3.25,185.39,186.22,186.32,3.0,186.5,2024.0
4960,AD,OC,277,0,5,3.0,186.0,186.0,186.0,2.0,188.0,2024.0
2736,CS,MBC,181,29,2,4.2273,179.28,184.0,182.94,12.0,179.5,2024.0
1315,CE,BCM,49,18,1,0.0,188.0,188.0,188.0,2.0,188.0,2024.0
5986,AD,BC,325,0,0,1.1923,178.94,187.56,181.71,24.0,180.5,2024.0
1211,ME,OC,25,65,5,0.75,187.44,187.44,187.44,2.0,188.0,2024.0
3830,EC,MBC,235,34,2,10.5,183.33,183.33,183.33,2.0,188.0,2024.0
3011,IT,SC,203,57,6,2.4167,180.39,185.06,183.33,5.0,179.5,2024.0
2731,AD,SC,178,0,6,-3.865,183.38,187.55,184.85,3.0,180.0,2024.0
1211,ME,MBC,25,65,2,1.5,178.39,187.28,182.83,4.0,179.5,2024.0
5907,AD,BCM,317,0,1,0.0,183.72,191.28,187.5,3.0,187.5,2024.0
2718,SC,BCM,169,91,1,1.0417,184.06,186.72,185.3,5.0,184.5,2024.0
2702,CB,MBC,157,15,2,4.575,178.67,184.17,180.09,9.0,180.0,2024.0
4954,EC,BC,273,34,0,-3.25,189.12,189.75,188.5,3.0,186.5,2024.0
2623,CS,MBC,133,29,2,10.5,182.83,182.83,182.83,2.0,187.5,2024.0
2740,EC,BC,184,34,0,0.4683,187.1,187.1,187.1,2.0,187.5,2024.0
